ID,Durat   ,protocol,service,SrcIP,sourcemac,SrcPort,DstIP,destinationmac,DstPort,tos,Bytes  ,Packets ,count,dsthstsrvcount,Labels
495,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
496,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
497,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
498,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
499,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
500,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
501,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
502,0,TCP,,89.170.143.150,00:00:00:00:00:01,50789,147.32.84.118,,6881,,116,2,,,Background
503,59.998,TCP,,128.178.137.5,00:00:00:00:00:01,59811,147.32.84.229,,13363,,1689,6,,,Background
504,8.915,TCP,,147.32.84.118,00:00:00:00:00:01,3000,72.172.53.139,,6881,,186,3,,,Background
505,0.209,TCP,,207.46.124.42,00:00:00:00:00:01,80,147.32.86.122,,35549,,3357,5,,,Background
506,0,TCP,,81.137.228.245,00:00:00:00:00:01,54841,147.32.84.59,,43087,,116,2,,,Background
507,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
508,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
509,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
510,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
511,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
512,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
513,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
514,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
515,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
516,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
517,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
518,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
519,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
520,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
521,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
522,0,UDP,,192.168.88.195,00:00:00:00:00:01,58976,192.168.95.255,,1947,,82,1,,,Background
523,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
524,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
525,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
526,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
527,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
528,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
529,59.987,UDP,,147.32.84.59,00:00:00:00:00:01,19146,128.178.78.132,,51180,,1462069,6998,,,Background
530,0,TCP,,89.170.143.150,00:00:00:00:00:01,50789,147.32.84.118,,6881,,116,2,,,Background
531,43.822,TCP,,205.188.8.253,00:00:00:00:00:01,443,147.32.84.164,,58187,,6575,27,,,Background
532,0.171,TCP,,147.32.86.44,00:00:00:00:00:01,1103,212.161.8.6,,12350,,172,3,,,Background
533,0.024,TCP,,147.32.86.111,00:00:00:00:00:01,5858,209.85.149.141,,80,,162,3,,,LEGITIMATE
534,0.246,TCP,,213.146.167.25,00:00:00:00:00:01,59681,147.32.86.116,,19083,,280,4,,,Background
535,0.034,TCP,,147.32.87.245,00:00:00:00:00:01,64157,147.32.192.34,,993,,1136,12,,,Background
536,0.107,TCP,,147.32.80.13,00:00:00:00:00:01,80,147.32.86.184,,49757,,640,3,,,LEGITIMATE
537,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
538,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
539,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
540,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
541,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
542,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
543,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
544,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
545,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
546,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
547,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
548,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
549,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
550,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
551,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
552,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
553,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
554,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
555,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
556,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
557,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
558,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
559,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
560,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
561,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
562,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
563,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
564,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
565,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
566,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
567,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
568,3.063,TCP,,147.32.84.118,00:00:00:00:00:01,3007,92.28.233.63,,6881,,124,2,,,Background
569,59.386,TCP,,195.113.180.82,00:00:00:00:00:01,55121,147.32.84.229,,443,,4716,57,,,Background
570,59.983,UDP,,195.91.110.64,00:00:00:00:00:01,52059,147.32.85.56,,44076,,274239,2737,,,Background
571,59.984,UDP,,147.32.85.56,00:00:00:00:00:01,44076,81.19.46.234,,47432,,265471,2674,,,Background
572,44.664,TCP,,217.112.162.197,00:00:00:00:00:01,33093,147.32.84.229,,13363,,4309,38,,,Background
573,20.991,TCP,,147.32.84.59,00:00:00:00:00:01,3191,85.166.203.208,,45259,,312,4,,,Background
574,0.195,UDP,,147.32.84.229,00:00:00:00:00:01,13363,178.47.91.252,,11706,,535,3,,,Background
575,3.927,UDP,,147.32.84.59,00:00:00:00:00:01,19181,175.197.5.126,,39329,,528,6,,,Background
576,0,UDP,,147.32.85.25,00:00:00:00:00:01,56794,147.32.80.9,,53,,208,2,,,Background
577,0,UDP,,147.32.85.25,00:00:00:00:00:01,50311,147.32.80.9,,53,,207,2,,,Background
578,0.105,UDP,,147.32.84.229,00:00:00:00:00:01,13363,129.49.67.73,,2445,,221,2,,,Background
579,0.069,UDP,,147.32.86.116,00:00:00:00:00:01,19083,46.188.6.38,,27652,,247,2,,,Background
580,0.096,UDP,,147.32.86.116,00:00:00:00:00:01,19083,109.197.196.208,,43181,,141,2,,,Background
581,44.836,UDP,,147.32.84.229,00:00:00:00:00:01,13363,131.114.58.94,,7655,,377,4,,,Background
582,0,UDP,,212.59.24.176,00:00:00:00:00:01,61693,147.32.84.229,,13363,,135,2,,,Background
583,0.058,UDP,,147.32.84.229,00:00:00:00:00:01,13363,82.66.216.1,,50249,,258,2,,,Background
584,54.708,TCP,,147.32.86.110,00:00:00:00:00:01,57844,78.141.181.52,,443,,2885,26,,,Background
585,0.001,UDP,,82.72.1.82,00:00:00:00:00:01,64154,147.32.86.116,,19083,,464,3,,,Background
586,55.322,TCP,,87.194.68.131,00:00:00:00:00:01,49262,147.32.84.111,,5938,,344,6,,,Background
587,0.09,TCP,,90.181.84.58,00:00:00:00:00:01,54515,147.32.84.19,,993,,201,2,,,Background
588,52.646,TCP,,147.32.85.118,00:00:00:00:00:01,49256,147.251.27.201,,45129,,1101,9,,,Background
589,1.349,UDP,,192.166.145.21,00:00:00:00:00:01,1708,147.32.84.229,,13363,,326,4,,,Background
590,0.001,UDP,,206.248.164.213,00:00:00:00:00:01,13160,147.32.84.229,,13363,,513,2,,,Background
591,0,UDP,,72.27.11.211,00:00:00:00:00:01,49944,147.32.84.229,,13363,,136,2,,,Background
592,0.365,UDP,,147.32.86.116,00:00:00:00:00:01,19083,61.227.190.252,,59679,,138,2,,,Background
593,0.339,UDP,,147.32.86.116,00:00:00:00:00:01,19083,220.136.80.203,,36717,,138,2,,,Background
594,0,UDP,,147.32.85.34,00:00:00:00:00:01,50340,147.32.80.9,,53,,210,2,,,Background
595,0,UDP,,147.32.85.34,00:00:00:00:00:01,57452,147.32.80.9,,53,,240,2,,,Background
596,0,UDP,,116.224.127.29,00:00:00:00:00:01,40460,147.32.86.116,,19083,,139,2,,,Background
597,0,UDP,,87.110.34.81,00:00:00:00:00:01,39205,147.32.84.229,,13363,,135,2,,,Background
598,12.167,UDP,,147.32.84.229,00:00:00:00:00:01,13363,85.130.98.242,,42938,,3156,6,,,Background
599,0,UDP,,78.153.156.236,00:00:00:00:00:01,37881,147.32.86.116,,19083,,161,2,,,Background
600,0,UDP,,88.119.157.172,00:00:00:00:00:01,7972,147.32.85.56,,44076,,128,2,,,Background
601,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,156,2,,,LEGITIMATE
602,0,UDP,,95.69.215.53,00:00:00:00:00:01,24787,147.32.84.229,,13363,,544,3,,,Background
603,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
604,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
605,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
606,0.119,TCP,,147.32.84.229,00:00:00:00:00:01,443,92.251.255.13,,53409,,134,2,,,Background
607,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
608,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
609,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
610,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
611,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
612,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
613,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
614,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
615,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
616,59.976,TCP,,147.32.80.13,00:00:00:00:00:01,80,147.32.87.223,,55716,,1059886,1561,,,LEGITIMATE
617,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
618,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
619,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
620,0,UDP,,147.32.84.59,00:00:00:00:00:01,19181,213.243.131.156,,42196,,145,1,,,Background
621,0,UDP,,147.32.84.59,00:00:00:00:00:01,19181,93.88.51.137,,59825,,145,1,,,Background
622,0,UDP,,147.32.84.59,00:00:00:00:00:01,19181,213.189.162.168,,27065,,145,1,,,Background
623,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
624,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
625,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
626,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
627,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
628,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
629,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
630,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
631,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
632,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
633,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
634,0,TCP,,147.32.84.59,00:00:00:00:00:01,3162,186.214.125.40,,36627,,78,1,,,Background
635,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
636,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
637,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
638,16.461,TCP,,147.32.85.24,00:00:00:00:00:01,42067,145.36.215.180,,80,,289999,360,,,Background
639,10.703,TCP,,147.32.85.24,00:00:00:00:00:01,42068,145.36.215.180,,80,,156381,205,,,Background
640,27.818,TCP,,147.32.85.24,00:00:00:00:00:01,42069,145.36.215.180,,80,,286865,387,,,Background
641,0,UDP,,74.65.143.155,00:00:00:00:00:01,42485,147.32.84.229,,13363,,137,2,,,Background
642,0,UDP,,90.195.255.130,00:00:00:00:00:01,47600,147.32.84.229,,13363,,243,2,,,Background
643,27.888,TCP,,147.32.85.24,00:00:00:00:00:01,42070,145.36.215.180,,80,,181317,232,,,Background
644,10.578,UDP,,93.183.156.146,00:00:00:00:00:01,25610,147.32.86.116,,19083,,1333,10,,,Background
645,0,UDP,,147.32.84.79,00:00:00:00:00:01,34370,147.32.80.9,,53,,331,2,,,Background
646,0,UDP,,147.32.85.89,00:00:00:00:00:01,44852,147.32.80.9,,53,,204,2,,,Background
647,26.543,UDP,,124.110.103.17,00:00:00:00:00:01,50983,147.32.86.116,,19083,,941,6,,,Background
648,26.445,UDP,,114.150.248.185,00:00:00:00:00:01,6919,147.32.86.116,,19083,,974,6,,,Background
649,51.154,UDP,,147.32.84.229,00:00:00:00:00:01,13363,119.242.88.219,,16399,,408,6,,,Background
650,51.208,UDP,,147.32.84.229,00:00:00:00:00:01,13363,124.191.4.149,,33890,,414,6,,,Background
651,0,UDP,,147.32.84.138,00:00:00:00:00:01,41514,147.32.80.9,,53,,214,2,,,Background
652,0,UDP,,195.70.143.160,00:00:00:00:00:01,25380,147.32.84.229,,13363,,243,2,,,Background
653,0,UDP,,147.32.84.138,00:00:00:00:00:01,47398,147.32.80.9,,53,,214,2,,,Background
654,0,UDP,,147.32.84.138,00:00:00:00:00:01,38618,147.32.80.9,,53,,214,2,,,Background
655,0,UDP,,147.32.84.94,00:00:00:00:00:01,36949,147.32.80.9,,53,,400,2,,,Background
656,45.097,TCP,,147.32.84.94,00:00:00:00:00:01,53627,209.85.148.105,,443,,5691,21,,,LEGITIMATE
657,0.001,UDP,,208.88.186.4,00:00:00:00:00:01,34004,147.32.84.229,,13363,,326,2,,,Background
658,0,UDP,,58.5.46.48,00:00:00:00:00:01,45888,147.32.84.229,,13363,,134,2,,,Background
659,0.028,UDP,,78.141.179.8,00:00:00:00:00:01,34023,147.32.84.229,,13363,,268,2,,,Background
660,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,156,2,,,LEGITIMATE
661,0,UDP,,220.109.17.126,00:00:00:00:00:01,53819,147.32.84.229,,13363,,134,2,,,Background
662,0.116,UDP,,147.32.84.229,00:00:00:00:00:01,13363,87.10.239.242,,59758,,530,2,,,Background
663,0.043,UDP,,147.32.84.229,00:00:00:00:00:01,13363,178.158.157.137,,56335,,530,2,,,Background
664,11.089,TCP,,147.32.84.68,00:00:00:00:00:01,64381,178.162.32.115,,11043,,14067,126,,,Background
665,1.104,TCP,,147.32.84.68,00:00:00:00:00:01,64382,178.155.161.251,,27446,,1277,17,,,Background
666,1.108,TCP,,147.32.84.68,00:00:00:00:00:01,64383,178.159.168.41,,19077,,1337,18,,,Background
667,0,UDP,,134.93.43.135,00:00:00:00:00:01,7379,147.32.84.229,,13363,,239,2,,,Background
668,0.24,TCP,,147.32.84.118,00:00:00:00:00:01,2966,78.81.36.248,,6881,,1057,11,,,Background
669,2.396,UDP,,77.127.144.51,00:00:00:00:00:01,32180,147.32.84.229,,13363,,484,4,,,Background
670,0.5,TCP,,41.136.162.105,00:00:00:00:00:01,49787,147.32.84.229,,13363,,600,3,,,Background
671,0,TCP,,147.32.84.229,00:00:00:00:00:01,13363,192.162.96.53,,23186,,54,1,,,Background
672,0,TCP,,85.117.21.249,00:00:00:00:00:01,1038,147.32.84.229,,13363,,54,1,,,Background
673,0.022,TCP,,147.32.85.26,00:00:00:00:00:01,65482,74.125.232.207,,80,,162,3,,,LEGITIMATE
674,0,UDP,,147.32.84.138,00:00:00:00:00:01,41805,147.32.80.9,,53,,214,2,,,Background
675,0.586,UDP,,193.52.200.80,00:00:00:00:00:01,47662,147.32.84.229,,13363,,271,2,,,Background
676,0.267,UDP,,147.32.84.59,00:00:00:00:00:01,19181,71.197.119.8,,31587,,474,2,,,Background
677,0.003,UDP,,178.26.42.15,00:00:00:00:00:01,41107,147.32.84.229,,13363,,237,2,,,Background
678,0,UDP,,212.87.32.10,00:00:00:00:00:01,61362,147.32.84.229,,13363,,134,2,,,Background
679,0,UDP,,190.26.118.81,00:00:00:00:00:01,21893,147.32.84.229,,13363,,137,2,,,Background
680,0,UDP,,213.94.198.5,00:00:00:00:00:01,8607,147.32.84.229,,13363,,562,2,,,Background
681,0.415,UDP,,93.79.191.109,00:00:00:00:00:01,15192,147.32.86.116,,19083,,352,4,,,Background
682,0.001,UDP,,67.168.136.89,00:00:00:00:00:01,3902,147.32.86.116,,19083,,133,2,,,Background
683,0.256,TCP,,147.32.84.162,00:00:00:00:00:01,59924,147.32.80.13,,80,,3220,8,,,LEGITIMATE
684,0,UDP,,217.24.68.232,00:00:00:00:00:01,11093,147.32.84.229,,13363,,135,2,,,Background
685,17.017,TCP,,147.32.86.186,00:00:00:00:00:01,5489,74.125.232.204,,443,,3915,15,,,LEGITIMATE
686,0,UDP,,87.96.238.209,00:00:00:00:00:01,32670,147.32.84.229,,13363,,537,2,,,Background
687,0.329,UDP,,147.32.84.229,00:00:00:00:00:01,13363,140.130.13.138,,26304,,118,2,,,Background
688,0,UDP,,147.32.84.138,00:00:00:00:00:01,43528,147.32.80.9,,53,,214,2,,,Background
689,0,UDP,,147.32.84.138,00:00:00:00:00:01,44622,147.32.80.9,,53,,214,2,,,Background
690,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,156,2,,,LEGITIMATE
691,0,UDP,,147.32.84.138,00:00:00:00:00:01,59998,147.32.80.9,,53,,214,2,,,Background
692,0,UDP,,147.32.84.138,00:00:00:00:00:01,57913,147.32.80.9,,53,,214,2,,,Background
693,0,UDP,,147.32.84.138,00:00:00:00:00:01,43125,147.32.80.9,,53,,214,2,,,Background
694,0,UDP,,147.32.84.138,00:00:00:00:00:01,37293,147.32.80.9,,53,,214,2,,,Background
695,0,UDP,,147.32.84.138,00:00:00:00:00:01,43517,147.32.80.9,,53,,214,2,,,Background
696,0,UDP,,213.192.67.82,00:00:00:00:00:01,43126,147.32.84.229,,13363,,132,2,,,Background
697,0,UDP,,147.32.84.138,00:00:00:00:00:01,37493,147.32.80.9,,53,,214,2,,,Background
698,0,UDP,,147.32.84.138,00:00:00:00:00:01,49243,147.32.80.9,,53,,214,2,,,Background
699,0,UDP,,147.32.84.138,00:00:00:00:00:01,52295,147.32.80.9,,53,,214,2,,,Background
700,0.342,TCP,,147.32.84.162,00:00:00:00:00:01,59926,147.32.80.13,,80,,11146,14,,,LEGITIMATE
701,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
702,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
703,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
704,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
705,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
706,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
707,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
708,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
709,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
710,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
711,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
712,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
713,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
714,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
715,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
716,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
717,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
718,0,TCP,,151.52.204.79,00:00:00:00:00:01,50777,147.32.84.229,,13363,,110,2,,,Background
719,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
720,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
721,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
722,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
723,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
724,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
725,59.992,TCP,,88.135.63.7,00:00:00:00:00:01,63324,147.32.84.229,,13363,,1136,5,,,Background
726,59.882,TCP,,85.71.158.144,00:00:00:00:00:01,50570,147.32.84.229,,13363,,419,3,,,Background
727,59.974,TCP,,74.63.47.82,00:00:00:00:00:01,80,147.32.84.59,,50050,,1014196,1074,,,Background
728,0,UDP,,208.88.186.9,00:00:00:00:00:01,34020,147.32.84.229,,13363,,282,2,,,Background
729,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
730,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
731,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
732,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
733,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
734,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
735,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
736,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
737,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
738,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
739,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
740,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
741,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
742,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
743,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
